,centroid,normalize_x,normalize_y
0,0,-8.700000000771979e-05,0.03298600000000107
1,0,0.0004599999999896909,0.013227999999998019
2,0,0.0012609999999995125,0.026378999999998598
3,-1,-0.003749000000013325,-0.021628999999997234
4,0,3.299999998773728e-05,0.013322999999999752
5,-1,-0.07651100000001065,0.07782500000000425
6,1,-0.04315300000000377,-0.03192800000000062
7,0,0.007674999999991883,0.009773000000002696
8,0,0.02367399999999975,0.013133000000003392
9,0,-0.010630000000006135,0.02587700000000126
10,0,0.007937999999995782,0.019914999999997463
11,0,0.019831999999993855,0.012231999999997356
12,0,-0.003505000000004088,0.028938000000003683
13,2,-0.022266000000001895,0.023007999999997253
14,2,-0.02355300000000682,0.03251099999999951
15,0,0.011770999999995979,0.012118000000000961
16,0,0.00033299999999769625,0.026147000000001697
17,0,0.014884999999992488,0.022359000000001572
18,3,-0.03655300000001205,0.015200999999997578
19,3,-0.0338000000000136,0.00499200000000144
20,4,-0.030580000000000496,0.0640289999999979
21,4,-0.023059000000003493,0.05785699999999849
22,0,0.016900999999990063,-0.004545000000000243
23,0,0.015570999999994228,-0.005958999999997161
24,0,0.016900999999990063,-0.004545000000000243
25,0,0.010927999999992721,-0.005373999999996215
26,0,0.006600999999989199,0.02485399999999771
27,0,-0.003583000000006109,0.029316999999998927
28,0,0.015622999999990839,0.03410999999999831
29,0,0.016900999999990063,-0.004545000000000243
30,0,0.02012199999998643,0.012142000000004316
31,0,0.0005549999999914235,0.009079999999997312
32,-1,-0.014599000000004025,0.045253999999999905
33,0,0.015903999999991925,0.014988999999999919
34,0,0.0014619999999894162,0.0004789999999985639
35,4,-0.024103000000010866,0.056850000000004286
36,0,0.0012609999999995125,0.026378999999998598
37,3,-0.03430100000001346,0.013289000000000328
38,0,0.007460999999992168,-0.0014469999999988659
39,2,-0.019497000000001208,0.01773700000000389
40,0,0.016541999999986956,0.012371000000001686
41,2,-0.010953000000000657,0.012084999999999013
42,0,4.9999999873762135e-06,0.013099000000003969
43,0,0.00014199999999675583,0.01290000000000191
44,0,0.007674999999991883,0.009773000000002696
45,0,4.9999999873762135e-06,0.013099000000003969
46,2,-0.022867000000005078,0.017495000000003813
47,2,-0.014102000000008275,0.012638000000002592
48,0,0.0012609999999995125,0.026378999999998598
49,0,0.0012609999999995125,0.026378999999998598
50,0,0.016908999999998287,0.028745000000000687
51,3,-0.034569000000004735,0.010294999999999277
52,0,0.023876999999998816,0.01213899999999768
53,0,0.022147999999987178,-0.0014669999999981087
54,0,0.02020399999999256,0.013814000000003546
55,0,0.02020399999999256,0.013814000000003546
56,0,0.02020399999999256,0.013814000000003546
57,0,0.02020399999999256,0.013814000000003546
58,-1,1.2483179999999976,0.8910899999999984
59,0,0.023876999999998816,0.01213899999999768
60,0,0.024614999999997167,0.012548000000002446
61,0,0.02691599999999994,-0.005150000000000432
62,2,-0.019497000000001208,0.01773700000000389
63,0,0.010937999999995895,0.02113599999999849
64,0,0.02012199999998643,0.012142000000004316
65,0,0.029339999999990596,-0.004556000000000893
66,0,-0.002781000000013023,0.03986499999999893
67,1,-0.04315300000000377,-0.03192800000000062
68,4,-0.030580000000000496,0.0640289999999979
69,0,0.014131999999989375,0.03009500000000287
70,0,0.008535999999992328,-0.005347000000000435
71,0,0.023876999999998816,0.01213899999999768
72,0,0.014475999999987721,0.022767999999999233
73,-1,0.14383699999999067,0.046333000000004176
74,0,0.02020399999999256,0.013814000000003546
75,-1,0.014996999999993932,-0.026187999999997658
76,-1,1.2455639999999875,0.9078829999999982
77,0,0.03094599999998593,0.0014240000000000919
78,0,-0.003823000000011234,0.029298000000004265
79,0,0.011732999999992444,0.017349000000002945
